Date,OPEN,HIGH,LOW,CLOSE
2016-09-09,95.887,95.887,94.465,95.336
2016-09-16,95.302,96.108,94.935,96.108
2016-09-23,96.066,96.333,95.048,95.477
2016-09-30,95.398,95.96,95.128,95.463
2016-10-07,95.544,97.188,95.462,96.632
2016-10-14,96.628,98.129,96.458,98.019
2016-10-21,98.151,98.813,97.608,98.695
2016-10-28,98.64,99.119,98.242,98.348
2016-11-04,98.299,98.698,96.894,97.065
2016-11-11,97.544,99.132,95.885,99.06
2016-11-18,99.133,101.48,99.133,101.21
2016-11-25,101.28,102.05,100.65,101.49
2016-12-02,101.25,101.83,100.62,100.77
2016-12-09,100.84,101.74,99.43,101.59
2016-12-16,101.71,103.56,100.73,102.95
2016-12-23,102.9,103.65,102.52,103.01
2016-12-30,103.01,103.63,101.91,102.21
2017-01-06,102.38,103.82,101.3,102.22
2017-01-13,102.25,102.95,100.72,101.18
2017-01-20,101.66,101.73,100.26,100.74
2017-01-27,100.74,100.82,99.793,100.53
2017-02-03,100.32,101.02,99.233,99.868
2017-02-10,99.65,101.01,99.632,100.8
2017-02-17,100.84,101.76,100.41,100.95
2017-02-24,100.93,101.72,100.66,101.09
2017-03-03,101.11,102.26,100.69,101.54
2017-03-10,101.4,102.25,101.17,101.25
2017-03-17,101.31,101.79,100.14,100.3
2017-03-24,100.36,100.47,99.527,99.627
2017-03-31,99.473,100.65,98.858,100.35
2017-04-07,100.5,101.26,100.37,101.18
2017-04-14,101.18,101.34,100.01,100.56
2017-04-21,100.49,100.47,99.374,99.977
2017-04-28,98.97,99.332,98.695,99.05
2017-05-05,98.931,99.462,98.543,98.648
2017-05-12,98.787,99.888,98.599,99.252
2017-05-19,99.154,99.262,97.08,97.142
2017-05-26,97.215,97.548,96.797,97.442
2017-06-02,97.432,97.776,96.654,96.715
2017-06-09,96.732,97.5,96.511,97.274
2017-06-16,97.218,97.56,96.323,97.164
2017-06-23,97.104,97.871,97.045,97.264
2017-06-30,97.238,97.467,95.47,95.628
